Sentence #,Word,POS,Tag
,حکومت,NOUN,OTH
,ءَ,ADP,OTH
,کرپشن,NOUN,OTH
,ءِ,ADP,OTH
,ورلڈ ریکارڈ,NOUN,OTH
,جوڑ کرتگ,VERB,OTH
,.,PUNCT,OTH
Sentence: 784,ہم نیوز,PROPN,ORG
,ءِ,ADP,OTH
,ردءَ,ADP,OTH
,پیسرگیں,ADJ,OTH
,تہی,ADJ,OTH
,کارانی,NOUN,OTH
,وزیر,NOUN,OTH
,احسن اقبال,PROPN,PER
,ءَ,ADP,OTH
,ذرا ا بلاغ,NOUN,OTH
,ءَ,ADP,OTH
,گپءُ تران کنان,NOUN,OTH
,ءَ,ADP,OTH
,ٹرانسپرنسی,NOUN,OTH
,انٹر نیشنل,NOUN,OTH
,ءِ,ADP,OTH
,رپورٹ,NOUN,OTH
,ءَ,ADP,OTH
,عمران خان,PROPN,PER
,ءَ,ADP,OTH
,بے نقاب,ADJ,OTH
,کرتگ,VERB,OTH
,.,PUNCT,OTH
Sentence: 785,آئی,PRON,OTH
,ءَ,ADP,OTH
,گشتگ,VERB,OTH
,کہ,CCONJ,OTH
,پی ٹی آئی,PROPN,NORP
,ءَ,ADP,OTH
,حکومت,NOUN,OTH
,ءَ,ADP,OTH
,مرچی,NOUN,OTH
,دنیا,NOUN,OTH
,ءِ,ADP,OTH
,کرپٹ ترین,ADJ,OTH
,حکومت,NOUN,OTH
,جوڑ,NOUN,OTH
,بوتگ,VERB,OTH
,.,PUNCT,OTH
Sentence: 786,آئی,PRON,OTH
,ءَ,ADP,OTH
,گشتگ,VERB,OTH
,کہ,CCONJ,OTH
,مرچی,NOUN,OTH
,تاں,ADP,OTH
,ہچ,ADV,OTH
,ہم,PART,OTH
,حکومت,NOUN,OTH
,یک,NUM,CARDINAL
,سال,NOUN,OTH
,ءَ,ADP,OTH
,کرپشن,NOUN,OTH
,ءِ,ADP,OTH
,16درجگ,NUM,CARDINAL
,ءَ,ADP,OTH
,انڈکس,NOUN,OTH
,ءَ,ADP,OTH
,چہ,ADP,OTH
,جہل,ADP,OTH
,نہ,ADV,OTH
,کپتگ,VERB,OTH
,.,PUNCT,OTH
Sentence: 787,ن لیگ,PROPN,NORP
,ءِ,ADP,OTH
,بنجاہی,ADJ,OTH
,رہشون,NOUN,OTH
,احسن اقبال,PROPN,PER
,ءَ,ADP,OTH
,گشتگ,VERB,OTH
,کہ,CCONJ,OTH
,عمران خان نیاز,PROPN,PER
,ءِ,ADP,OTH
,کرپشن,NOUN,OTH
,انٹر نیشنل,NOUN,OTH
,ٹرانسپرنسی,NOUN,OTH
,ءُ,CCONJ,OTH
,دزی الیکشن کمیشن,PROPN,ORG
,ءَ,ADP,OTH
,گپتگ,VERB,OTH
,ات,AUX,OTH
,آئی,PRON,OTH
,ءَ,ADP,OTH
,گشتگ,VERB,OTH
,کہ,CCONJ,OTH
,مرچی,NOUN,OTH
,وت,PRON,OTH
,کرپشن,NOUN,OTH
,کنوک,ADJ,OTH
,دومیانی,ADJ,OTH
,سر النکک,ADV,OTH
,چست,ADJ,OTH
,کنگءَ,VERB,OTH
,انت,AUX,OTH
,.,PUNCT,OTH
Sentence: 788,ہم نیوز,PROPN,ORG
,ءِ,ADP,OTH
,ردءَ,ADP,OTH
,احسن اقبال,PROPN,PER
,ءَ,ADP,OTH
,گشتگ,VERB,OTH
,کہ,CCONJ,OTH
,قوم,NOUN,OTH
,مرچی,NOUN,OTH
,عمران خان,PROPN,PER
,ءَ,ADP,OTH
,گوں,ADP,OTH
,درملکی,ADJ,OTH
,تحائف,NOUN,OTH
,ءُ,CCONJ,OTH
,انکم,NOUN,OTH
,ٹیکس,NOUN,OTH
,ءِ,ADP,OTH
,حساب,NOUN,OTH
,لوٹگ,VERB,OTH
,ءَ,ADP,OTH
,انت,AUX,OTH
,.,PUNCT,OTH
Sentence: 789,لاہور,PROPN,GPE
,(,PUNCT,OTH
,این این آئی,PROPN,ORG
,),PUNCT,OTH
,مسلم لیگ ن,PROPN,NORP
,ءِ,ADP,OTH
,حالگش,NOUN,OTH
,مریم اورنگزیب,PROPN,PER
,ءَ,ADP,OTH
,گشتگ,VERB,OTH
,کہ,CCONJ,OTH
,عمران خان,PROPN,PER
,یکشل,NOUN,OTH
,الس,NOUN,OTH
,ءِ,ADP,OTH
,جیب,NOUN,OTH
,کاٹ,ADJ,OTH
,کنگ,VERB,OTH
,ءَ,ADP,OTH
,انت,AUX,OTH
,.,PUNCT,OTH
Sentence: 790,مسلم لیگ ن,PROPN,NORP
,ءِ,ADP,OTH
,حالگش,NOUN,OTH
,مریم اورنگزیب,PROPN,PER
,ءَ,ADP,OTH
,وتی,PRON,OTH
,یک,NUM,CARDINAL
,بیان,NOUN,OTH
,ءَ,ADP,OTH
,گشتگ,VERB,OTH
,کہ,CCONJ,OTH
,کرونا,NOUN,OTH
,ءِ,ADP,OTH
,وھداں,NOUN,OTH
,بازار,NOUN,OTH
,ءَ,ADP,OTH
,چہ,ADP,OTH
,تپ,NOUN,OTH
,ءِ,ADP,OTH
,گولی,NOUN,OTH
,بے گوا,ADJ,OTH
,بوھگ,VERB,OTH
,باز,ADV,OTH
,شرمناک,NOUN,OTH
,انت,AUX,OTH
,ءُ,CCONJ,OTH
,تپ,NOUN,OTH
,ءِ,ADP,OTH
,گولی,NOUN,OTH
,ءَ,ADP,OTH
,چہ,ADP,OTH
,ایل این جی,NOUN,OTH
,ءُ,CCONJ,OTH
,کھاد,NOUN,OTH
,تاں,ADP,OTH
,ہر,DET,OTH
,چیز,NOUN,OTH
,بلیک,ADJ,OTH
,مارکینٹگ,VERB,OTH
,برجا,ADV,OTH
,انت,AUX,OTH
,.,PUNCT,OTH
Sentence: 791,آئیءَ,PRON,OTH
,گشتگ,VERB,OTH
,کہ,CCONJ,OTH
,الس,NOUN,OTH
,ءِ,ADP,OTH
,ھاترا,ADP,OTH
,روزگار,NOUN,OTH
,،,PUNCT,OTH
,مریض,NOUN,OTH
,ءِ,ADP,OTH
,ھاترا,ADP,OTH
,دوائی,NOUN,OTH
,ءُ,CCONJ,OTH
,دہکان,NOUN,OTH
,ءِ,ADP,OTH
,حاتر,ADP,OTH
,اکھاد,NOUN,OTH
,بے گواہ,ADJ,OTH
,انت,AUX,OTH
,حکومت,NOUN,OTH
,ءَ,ADP,OTH
,شر,NOUN,OTH
,آھگ,VERB,OTH
,لوٹیت,AUX,OTH
,.,PUNCT,OTH
Sentence: 792,عمران خان,PROPN,PER
,ءَ,ADP,OTH
,ملک,NOUN,OTH
,ءَ,ADP,OTH
,چہ,ADP,OTH
,گیس,NOUN,OTH
,بے گواہ,ADJ,OTH
,کنان,VERB,OTH
,ءَ,ADP,OTH
,وتی,PRON,OTH
,مافیاز,NOUN,OTH
,ءِ,ADP,OTH
,جیب,NOUN,OTH
,پر,ADJ,OTH
,کرتگ,VERB,OTH
,انت,AUX,OTH
,.,PUNCT,OTH
Sentence: 793,عمران خان,PROPN,PER
,گران,ADJ,OTH
,فرنس آئل,NOUN,OTH
,ءَ,ADP,OTH
,چہ,ADP,OTH
,بجلی,NOUN,OTH
,جوڑ کنان,NOUN,OTH
,ءَ,ADP,OTH
,الس,NOUN,OTH
,ءِ,ADP,OTH
,یکشل,NOUN,OTH
,جیب,NOUN,OTH
,پلگ,VERB,OTH
,ءَ,ADP,OTH
,انت,AUX,OTH
,.,PUNCT,OTH
Sentence: 794,مرین اورنگزیب,PROPN,PER
,ءَ,ADP,OTH
,گشتگ,VERB,OTH
,کہ,CCONJ,OTH
,وشحالی,ADJ,OTH
,،,PUNCT,OTH
,روزگار,NOUN,OTH
,ءُ,CCONJ,OTH
,کارءُ بار,NOUN,OTH
,بے گواہ,ADJ,OTH
,کرتگیں,ADJ,OTH
,حکومت,NOUN,OTH
,ءَ,ADP,OTH
,فارغ,ADJ,OTH
,بوھگ,VERB,OTH
,لوٹیت,AUX,OTH
,،,PUNCT,OTH
,چینی,NOUN,OTH
,،,PUNCT,OTH
,آرت,NOUN,OTH
,،,PUNCT,OTH
,گیس,NOUN,OTH
,،,PUNCT,OTH
,بجلی,NOUN,OTH
,،,PUNCT,OTH
,دوائی,NOUN,OTH
,کھاد,NOUN,OTH
,عمران خان,PROPN,PER
,مافیا,PRON,OTH
,الس,NOUN,OTH
,ء,ADP,OTH
,جان,NOUN,OTH
,ءَ,ADP,OTH
,ورگءَ,NOUN,OTH
,انت,AUX,OTH
,.,PUNCT,OTH
Sentence: 795,کراچی,PROPN,GPE
,(,PUNCT,OTH
,این این آئی,PROPN,ORG
,),PUNCT,OTH
,کراچی,PROPN,GPE
,ءِ,ADP,OTH
,اپواگورنمنٹ گرلز کالج,PROPN,ORG
,ءِ,ADP,OTH
,کارہندہ,NOUN,OTH
,کرونا وائرس,NOUN,OTH
,ءِ,ADP,OTH
,ٹیسٹ,NOUN,OTH
,ءِ,ADP,OTH
,آسرءَ,ADP,OTH
,دیم ءَ,ADP,OTH
,اتکگ,VERB,OTH
,.,PUNCT,OTH
Sentence: 796,کاگدانی,NOUN,OTH
,ردءَ,ADP,OTH
,کالج,NOUN,OTH
,ءِ,ADP,OTH
,کارہندہ,NOUN,OTH
,ءِ,ADP,OTH
,32مردماں,NUM,CARDINAL
,کرونا وائرس,NOUN,OTH
,ءَ,ADP,OTH
,آماچ,ADV,OTH
,انت,AUX,OTH
,.,PUNCT,OTH
Sentence: 797,محکمہ وانگءُ انگ,PROPN,ORG
,ءِ,ADP,OTH
,ردءَ,ADP,OTH
,اپوا گورنمنٹ گرلز کالج,PROPN,ORG
,ءِ,ADP,OTH
,کارہندہاں,NOUN,OTH
,کرونا وائرس,NOUN,OTH
,ءَ,ADP,OTH
,آماچیں,ADJ,OTH
,مردماں,NOUN,OTH
,قرنطینہ,NOUN,OTH
,کنگ,VERB,OTH
,بوتگ,AUX,OTH
,.,PUNCT,OTH
Sentence: 798,اشی,PRON,OTH
,ءَ,ADP,OTH
,چہ,ADP,OTH
,پیش,ADV,OTH
,سر سید گرلز کالج,PROPN,ORG
,ءَ,ADP,OTH
,58,NUM,CARDINAL
,،,PUNCT,OTH
,شہید ملت کالج,PROPN,ORG
,ءَ,ADP,OTH
,21مردم,NUM,CARDINAL
,کرونا وائرس,NOUN,OTH
,ءِ,ADP,OTH
,ٹیسٹ,NOUN,OTH
,راست,NOUN,OTH
,بوتگ,VERB,OTH
,انت,AUX,OTH
,.,PUNCT,OTH
Sentence: 799,کرونا وائرس,NOUN,OTH
,ءِ,ADP,OTH
,ٹیسٹ,NOUN,OTH
,گیش,ADV,OTH
,کنگءِ,VERB,OTH
,لوٹ,NOUN,OTH
,کرتگ,VERB,OTH
,.,PUNCT,OTH
Sentence: 800,سپلاکے,NOUN,OTH
,ردءَ,ADP,OTH
,اے,DET,OTH
,کالجاں,NOUN,OTH
,کرونا وارئس,NOUN,OTH
,ءِ,ADP,OTH
,ٹیسٹ,NOUN,OTH
,گیش,ADV,OTH
,بوتگ,VERB,OTH
,انت,AUX,OTH
,،,PUNCT,OTH
,اود,ADP,OTH
,ءَ,ADP,OTH
,تدریس,NOUN,OTH
,مھتل,ADJ,OTH
,کنگ,VERB,OTH
,بیت,AUX,OTH
,انت,AUX,OTH
,.,PUNCT,OTH
Sentence: 801,کراچی,PROPN,GPE
,(,PUNCT,OTH
,این این آئی,PROPN,ORG
,),PUNCT,OTH
,محکمہ موسمیات,PROPN,ORG
,ءَ,ADP,OTH
,کراچی,PROPN,GPE
,ءِ,ADP,OTH
,بابت,ADP,OTH
,ءَ,ADP,OTH
,چہ,ADP,OTH
,وتی,PRON,OTH
,ءَ,ADP,OTH
,گشتگ,VERB,OTH
,کہ,CCONJ,OTH
,شہر قائد,PROPN,GPE
,ءَ,ADP,OTH
,ہمے,DET,OTH
,سال,NOUN,OTH
,سردی,ADV,OTH
,موسم,NOUN,OTH
,مزن,ADJ,OTH
,بوھگءِ,VERB,OTH
,امیت,NOUN,OTH
,انت,AUX,OTH
,،,PUNCT,OTH
,حالگش,NOUN,OTH
,محکمہ موسمیات,PROPN,ORG
,خالد ملک,PROPN,PER
,ءِ,ADP,OTH
,ردءَ,ADP,OTH
,فروری,PROPN,DATE
,ءَ,ADP,OTH
,سردی,ADV,OTH
,ءِ,ADP,OTH
,موسم,NOUN,OTH
,سرد,ADV,OTH
,بوھگ,VERB,OTH
,ءِ,ADP,OTH
,امیت,NOUN,OTH
,انت,AUX,OTH
,.,PUNCT,OTH
Sentence: 802,آئی,PRON,OTH
,ءَ,ADP,OTH
,گشتگ,VERB,OTH
,کہ,CCONJ,OTH
,کراچی,PROPN,GPE
,ءَ,ADP,OTH
,فروری,PROPN,DATE
,ءَ,ADP,OTH
,ھور,NOUN,OTH
,بیت,AUX,OTH
,یا,CCONJ,OTH
,نہ,ADV,OTH
,بیت,AUX,OTH
,اے,DET,OTH
,گشگ,VERB,OTH
,وھدءَ,NOUN,OTH
,پیش,ADV,OTH
,انت,AUX,OTH
,حالگش,NOUN,OTH
,محکمہ موسمیات,PROPN,ORG
,ءَ,ADP,OTH
,دگہ,ADV,OTH
,گشتگ,VERB,OTH
,کہ,CCONJ,OTH
,شہر,NOUN,OTH
,ءَ,ADP,OTH
,آئوکیں,ADJ,OTH
,ماہ,NOUN,OTH
,کم,ADJ,OTH
,چہ,ADP,OTH
,کم,ADJ,OTH
,درجہ حرارت,NOUN,OTH
,10ڈگری,NUM,CARDINAL
,بوتگ,VERB,OTH
,انت,AUX,OTH
,.,PUNCT,OTH
Sentence: 803,آئی,PRON,OTH
,ءَ,ADP,OTH
,اے,DET,OTH
,ہم,PART,OTH
,گشتگ,VERB,OTH
,کہ,CCONJ,OTH
,15ءَ,NUM,CARDINAL
,چہ,ADP,OTH
,28فرویءِ,PROPN,DATE
,وھداں,NOUN,OTH
,بروبرکتی,ADJ,OTH
,سسٹم,NOUN,OTH
,گوریچانی,NOUN,OTH
,ءُ,CCONJ,OTH
,پاکستان,PROPN,GPE
,ءِ,ADP,OTH
,سرا,ADV,OTH
,اثر مند,ADJ,OTH
,بوت,AUX,OTH
,کنت,VERB,OTH
,.,PUNCT,OTH
Sentence: 804,کوئٹہ,PROPN,GPE
,(,PUNCT,OTH
,این این آئی,PROPN,ORG
,),PUNCT,OTH
,کوئٹہ ڈیولپمنٹ اتھارٹی ( کیو ڈی اے ),PROPN,ORG
,ءِ,ADP,OTH
,مجوزہ,ADJ,OTH
,ماسٹر پلان,NOUN,OTH
,ءِ,ADP,OTH
,ھاترا,ADP,OTH
,کار,NOUN,OTH
,کنوکیں,ADJ,OTH
,اربن,ADJ,OTH
,یونٹ,NOUN,OTH
,ءِ,ADP,OTH
,کنسلٹنٹ,NOUN,OTH
,محی الدین,PROPN,PER
,ءَ,ADP,OTH
,گشتگ,VERB,OTH
,کہ,CCONJ,OTH
,ایشیءِ,PRON,OTH
,ٹیم,NOUN,OTH
,کوئٹہء,PROPN,GPE
,ھاترا,ADP,OTH
,یک,NUM,CARDINAL
,انچویں,DET,OTH
,ماسٹر پلان,NOUN,OTH
,جوڑ کنگ,VERB,OTH
,ءِ,ADP,OTH
,ھاترا,ADP,OTH
,کوشتءَ,NOUN,OTH
,انت,AUX,OTH
,آ,PRON,OTH
,مزن,ADJ,OTH
,المدت,NOUN,OTH
,ءِ,ADP,OTH
,ھاترا,ADP,OTH
,الہیان,NOUN,OTH
,کوئٹہ,PROPN,GPE
,ءِ,ADP,OTH
,حاترا,ADP,OTH
,ارزانی,ADV,OTH
,ءِ,ADP,OTH
,سامان,NOUN,OTH
,کت,AUX,OTH
,کنت,VERB,OTH
,تنگہ,ADV,OTH
,مئے,PRON,OTH
,ٹیم,NOUN,OTH
,ءَ,ADP,OTH
,سیکٹوریل,NOUN,OTH
,ءُ,CCONJ,OTH
,دگہ,ADV,OTH
,سرویز,NOUN,OTH
,ءِ,ADP,OTH
,سرا,ADV,OTH
,کار,NOUN,OTH
,بنا,ADV,OTH
,کرتگ,VERB,OTH
,.,PUNCT,OTH
Sentence: 805,اے,DET,OTH
,بابت,ADP,OTH
,چیمبر آف کامرس اینڈ انڈسٹری,PROPN,ORG
,ءِ,ADP,OTH
,اگدایداراں,NOUN,OTH
,ءُ,CCONJ,OTH
,ممبرانی,NOUN,OTH
,شور,NOUN,OTH
,مئے,PRON,OTH
,حاترا,ADP,OTH
,مشعل راہ,NOUN,OTH
,ءِ,ADP,OTH
,بستار,NOUN,OTH
,داریت,VERB,OTH
,،,PUNCT,OTH
,اے,DET,OTH
,حیالانی,NOUN,OTH
,درشانی,VERB,OTH
,آئی,PRON,OTH
,ءَ,ADP,OTH
,گوستگیں,ADJ,OTH
,روچ,NOUN,OTH
,ایوان صنعت,NOUN,OTH
,و,CCONJ,OTH
,باپار,NOUN,OTH
,کوئٹہ,PROPN,GPE
,بلوچستان,PROPN,GPE
,ءَ,ADP,OTH
,چیمبر آف کامرس,PROPN,ORG
,ءِ,ADP,OTH
,اگدہداراں,NOUN,OTH
,ءُ,CCONJ,OTH
,سینئر,ADJ,OTH
,ممبراں,NOUN,OTH
,گوں,ADP,OTH
,تران کنان,NOUN,OTH
,ءَ,ADP,OTH
,کرتگ,VERB,OTH
,.,PUNCT,OTH
Sentence: 806,اسلام آباد,PROPN,GPE
,(,PUNCT,OTH
,این این آئی,PROPN,ORG
,),PUNCT,OTH
,سپریم,ADJ,OTH
,کورٹ,NOUN,OTH
,ءَ,ADP,OTH
,احمد عمر شیخ,PROPN,PER
,ءِ,ADP,OTH
,ھلاپ,ADP,OTH
,سندھ,ADJ,GPE
,حکومت,NOUN,OTH
,ءِ,ADP,OTH
,چارگ,VERB,OTH
,ءِ,ADP,OTH
,درخواست,NOUN,OTH
,گوشدارگ,VERB,OTH
,سپریم,ADJ,OTH
,کورٹ,NOUN,OTH
,ءَ,ADP,OTH
,احمد عمر,PROPN,PER
,عطا بندیال,PROPN,PER
,ءِ,ADP,OTH
,سروکی,ADV,OTH
,ءَ,ADP,OTH
,سہ,NUM,CARDINAL
,باسکی,ADJ,OTH
,بینچ,NOUN,OTH
,یکم فروری,PROPN,DATE
,ءَ,ADP,OTH
,کیس,NOUN,OTH
,ءَ,ADP,OTH
,گوشداریت,VERB,OTH
,،,PUNCT,OTH
,گوستگیں,ADJ,OTH
,سندھ روچ,PROPN,DATE
,سندھ,ADJ,GPE
,حکومت,NOUN,OTH
,ءَ,ADP,OTH
,انٹر نیشنل,ADJ,OTH
,روتاک,NOUN,OTH
,،,PUNCT,OTH
,وال اسٹریٹ جرنل,PROPN,OTH
,ءِ,ADP,OTH
,سائوتھ ایشیا,PROPN,GPE
,ءِ,ADP,OTH
,ھاترا,ADP,OTH
,انچارج,NOUN,OTH
,،,PUNCT,OTH
,امریکا,PROPN,GPE
,جاہمنداں,NOUN,OTH
,پرل کوش,ADJ,OTH
,کیس,NOUN,OTH
,ءِ,ADP,OTH
,ڈوھدار,NOUN,OTH
,ءَ,ADP,OTH
,یل,ADJ,OTH
,کنگ,VERB,OTH
,ءِ,ADP,OTH
,فیصلہ,NOUN,OTH
,ءَ,ADP,OTH
,چارگ,VERB,OTH
,ءِ,ADP,OTH
,ھاترا,ADP,OTH
,درخواست,NOUN,OTH
,جم,NOUN,OTH
,کنان,VERB,OTH
,ءَ,ADP,OTH
,ایشی,PRON,OTH
,ءَ,ADP,OTH
,فروری,PROPN,DATE
,ءَ,ADP,OTH
,گوشدارگءِ,VERB,OTH
,ھاترا,ADP,OTH
,گیشینگ,VERB,OTH
,ءِ,ADP,OTH
,دزبندی,NOUN,OTH
,کرتگ,VERB,OTH
,ات,AUX,OTH
,،,PUNCT,OTH
,پراسیکیوٹر جنرل سندھ,PROPN,OTH
,ءَ,ADP,OTH
,دگہ,ADV,OTH
,کاگداں,NOUN,OTH
,جم,NOUN,OTH
,کنگ,VERB,OTH
,ءِ,ADP,OTH
,ھاترا,ADP,OTH
,یک,NUM,CARDINAL
,ہفتگ,NOUN,OTH
,ءِ,ADP,OTH
,وھد,NOUN,OTH
,ہم,PART,OTH
,لوٹتگ,VERB,OTH
,ات,AUX,OTH
,،,PUNCT,OTH
,چاگرد,NOUN,OTH
,ءِ,ADP,OTH
,درخواست,NOUN,OTH
,ءَ,ADP,OTH
,دزبندی,NOUN,OTH
,کنگ,VERB,OTH
,بوتگ,VERB,OTH
,کہ,CCONJ,OTH
,فیصلہ,NOUN,OTH
,ءَ,ADP,OTH
,چاران,VERB,OTH
,ءَ,ADP,OTH
,ڈوھداراں,NOUN,OTH
,سزاہاںبحال,X,OTH
,کنگ,VERB,OTH
,بیت,AUX,OTH
,انت,AUX,OTH
,.,PUNCT,OTH
Sentence: 807,اسلام آباد,PROPN,GPE
,(,PUNCT,OTH
,این این آئی,PROPN,ORG
,),PUNCT,OTH
,جے یو آئی,PROPN,NORP
,ءِ,ADP,OTH
,رہشون,NOUN,OTH
,حافظ حمد اللہ,PROPN,PER
,ءَ,ADP,OTH
,مزن وزیر,NOUN,OTH
,ءِ,ADP,OTH
,بیان,NOUN,OTH
,ءِ,ADP,OTH
,رد عمل,NOUN,OTH
,دیان,VERB,OTH
,ءَ,ADP,OTH
,گشتگ,VERB,OTH
,کہ,CCONJ,OTH
,عمران خان,PROPN,PER
,ءِ,ADP,OTH
,دماغ,NOUN,OTH
,ءَ,ADP,OTH
,مولانا,NOUN,OTH
,سوار,VERB,OTH
,انت,AUX,OTH
,.,PUNCT,OTH
Sentence: 808,چاگردی,ADJ,OTH
,نزیکی,ADJ,OTH
,ء,ADP,OTH
,ویب سائٹ,NOUN,OTH
,ءَ,ADP,OTH
,ٹوئٹر,PROPN,ORG
,ءَ,ADP,OTH
,وتی,PRON,OTH
,یک,NUM,CARDINAL
,بیان,NOUN,OTH
,ءَ,ADP,OTH
,جے یو آئی,PROPN,NORP
,ءِ,ADP,OTH
,رہشون,NOUN,OTH
,حافظ احمد اللہ,PROPN,PER
,ءَ,ADP,OTH
,گشتگ,VERB,OTH
,کہ,CCONJ,OTH
,عمران خان,PROPN,PER
,ءَ,ADP,OTH
,واب,NOUN,OTH
,ءَ,ADP,OTH
,ہم,PART,OTH
,مولانا,NOUN,OTH
,گندگ,VERB,OTH
,بیت,AUX,OTH
,انت,AUX,OTH
,.,PUNCT,OTH
Sentence: 809,عمران خان,PROPN,PER
,ءَ,ADP,OTH
,مولانا,NOUN,OTH
,فوبیا,NOUN,OTH
,ءُ,CCONJ,OTH
,پی ڈی ایم,PROPN,ORG
,فوبیا,NOUN,OTH
,بوتگ,VERB,OTH
,.,PUNCT,OTH
Sentence: 810,آئی,PRON,OTH
,ءَ,ADP,OTH
,گشتگ,VERB,OTH
,کہ,CCONJ,OTH
,پارلیمانی,ADJ,OTH
,باسک,NOUN,OTH
,اسمبلی,NOUN,OTH
,ءَ,ADP,OTH
,کروڑاں,ADJ,OTH
,کلدار,NOUN,OTH
,فنڈ,NOUN,OTH
,بہر,NOUN,OTH
,کنگ,VERB,OTH
,ہارس ٹریڈنگ,VERB,OTH
,ءُ,CCONJ,OTH
,سیاسی,ADJ,OTH
,رشوت,NOUN,OTH
,انت,AUX,OTH
,عمران خان,PROPN,PER
,ءِ,ADP,OTH
,اوپن,ADJ,OTH
,بیلٹ,NOUN,OTH
,ءَ,ADP,OTH
,سینیٹ,NOUN,OTH
,الیکشن,NOUN,OTH
,کنگ,VERB,OTH
,ءِ,ADP,OTH
,سر,ADV,OTH
,ازور,VERB,OTH
,دیان,VERB,OTH
,ءَ,ADP,OTH
,مقصد,NOUN,OTH
,پلگار,VERB,OTH
,نہ,ADV,OTH
,انت,AUX,OTH
,بلکہ,CCONJ,OTH
,وتی,PRON,OTH
,دوستاں,NOUN,OTH
,لاڈوہاں,X,OTH
,سینیٹ,NOUN,OTH
,ءَ,ADP,OTH
,سوب مند,ADJ,OTH
,کنگ,VERB,OTH
,،,PUNCT,OTH
,چیریں,ADJ,OTH
,بلیٹ,NOUN,OTH
,ءِ,ADP,OTH
,دروشم,NOUN,OTH
,ءَ,ADP,OTH
,پی ٹی آئی,PROPN,NORP
,ءِ,ADP,OTH
,باسک,NOUN,OTH
,اسمبلی,NOUN,OTH
,عمران خان,PROPN,PER
,ءِ,ADP,OTH
,لاڑوکاں,ADJ,OTH
,ووٹ,NOUN,OTH
,دئیگ,VERB,OTH
,ءَ,ADP,OTH
,.,PUNCT,OTH
Sentence: 811,سکھر,PROPN,GPE
,(,PUNCT,OTH
,این این آئی,PROPN,ORG
,),PUNCT,OTH
,بنجاہی,ADJ,OTH
,وانگ,NOUN,OTH
,ءُ,CCONJ,OTH
,زانگ,NOUN,OTH
,ءِ,ADP,OTH
,وزیر,NOUN,OTH
,شفقت محمود,PROPN,PER
,ءَ,ADP,OTH
,گشتگ,VERB,OTH
,کہ,CCONJ,OTH
,کرونا وائرس,NOUN,OTH
,ءِ,ADP,OTH
,ہوپ,ADJ,OTH
,ءِ,ADP,OTH
,دومی,ADJ,OTH
,زور,NOUN,OTH
,ءِ,ADP,OTH
,سبب,NOUN,OTH
,ءَ,ADP,OTH
,چہ,ADP,OTH
,درائیں,ADJ,OTH
,پرائمری اسکول,NOUN,OTH
,ءُ,CCONJ,OTH
,شاہدرجاہ,NOUN,OTH
,دوشمبے,PROPN,DATE
,ءَ,ADP,OTH
,یکم فروریءَ,PROPN,DATE
,چہ,ADP,OTH
,پچ,ADJ,OTH
,بنت,VERB,OTH
,.,PUNCT,OTH
Sentence: 812,رسانکدر,NOUN,OTH
,ءَ,ADP,OTH
,گوں,ADP,OTH
,گپ,NOUN,OTH
,ءُ,CCONJ,OTH
,تران,NOUN,OTH
,کنان,VERB,OTH
,ءَ,ADP,OTH
,شفقت محمود,PROPN,PER
,ءَ,ADP,OTH
,گشتگ,VERB,OTH
,کہ,CCONJ,OTH
,حکومت,NOUN,OTH
,ءِ,ADP,OTH
,نیمگ,ADP,OTH
,ءَ,ADP,OTH
,چہ,ADP,OTH
,جار,NOUN,OTH
,ءِ,ADP,OTH
,ردءَ,ADP,OTH
,سرجمیں,ADJ,OTH
,ملک,NOUN,OTH
,ءَ,ADP,OTH
,یکم فروری,PROPN,PER
,ءَ,ADP,OTH
,چہ,ADP,OTH
,درائیں,ADJ,OTH
,پرائمری اسکول,NOUN,OTH
,ءُ,CCONJ,OTH
,جامعات,NOUN,OTH
,پچ,VERB,OTH
,بنت,AUX,OTH
,.,PUNCT,OTH
Sentence: 813,کرونا وائرس,NOUN,OTH
,ءِ,ADP,OTH
,سبب,NOUN,OTH
,ءَ,ADP,OTH
,چہ,ADP,OTH
,پیسرءَ,ADV,OTH
,وانگ,NOUN,OTH
,ءِ,ADP,OTH
,باز,ADV,OTH
,تاوان,NOUN,OTH
,بوتگ,VERB,OTH
,.,PUNCT,OTH
Sentence: 814,آئیء,PRON,OTH
,ملام خوری,NOUN,OTH
,ءِ,ADP,OTH
,بابت,ADP,OTH
,ءَ,ADP,OTH
,چہ,ADP,OTH
,گپ,NOUN,OTH
,ءُ,CCONJ,OTH
,تران کنان,NOUN,OTH
,ءَ,ADP,OTH
,گشتگ,VERB,OTH
,کہ,CCONJ,OTH
,بد,ADJ,OTH
,بحتی,NOUN,OTH
,ءَ,ADP,OTH
,چہ,ADP,OTH
,پاکستان,PROPN,GPE
,ءَ,ADP,OTH
,ہر,DET,OTH
,کرپشن,NOUN,OTH
,ہائی,ADJ,OTH
,گریڈ,NOUN,OTH
,ءَ,ADP,OTH
,بوتگ,VERB,OTH
,پل ءُ ور,NOUN,OTH
,ءِ,ADP,OTH
,دور,NOUN,OTH
,ھلاس,ADV,OTH
,بوتگ,VERB,OTH
,.,PUNCT,OTH
Sentence: 815,حساب ءُ داد,NOUN,OTH
,بوھگ,VERB,OTH
,ہم,PART,OTH
,پشت,ADV,OTH
,کپتگ,VERB,OTH
